Date,deskripsi,kategori,nominal,tipe,is_outlier,tahun_bulan,hari
2014-01-25 12:30:00,Ayam Geprek,Makanan & Minuman,16200.0,Pengeluaran,False,2014-01,Saturday
2014-01-25 19:00:00,Nasi Telur,Makanan & Minuman,19800.0,Pengeluaran,False,2014-01,Saturday
2014-01-26 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-01,Sunday
2014-01-26 12:30:00,Nasi Telur,Makanan & Minuman,16650.0,Pengeluaran,False,2014-01,Sunday
2014-01-26 19:00:00,Nasi Telur,Makanan & Minuman,20350.0,Pengeluaran,False,2014-01,Sunday
2014-01-27 12:30:00,Nasi Telur,Makanan & Minuman,12150.0,Pengeluaran,False,2014-01,Monday
2014-01-27 19:00:00,Pecel Lele,Makanan & Minuman,14850.0,Pengeluaran,False,2014-01,Monday
2014-01-28 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-01,Tuesday
2014-01-28 12:30:00,Mie Ayam,Makanan & Minuman,15300.0,Pengeluaran,False,2014-01,Tuesday
2014-01-28 19:00:00,Mie Ayam,Makanan & Minuman,18700.0,Pengeluaran,False,2014-01,Tuesday
2014-01-29 12:30:00,Mie Ayam,Makanan & Minuman,9900.0,Pengeluaran,False,2014-01,Wednesday
2014-01-29 19:00:00,Nasi Telur,Makanan & Minuman,12100.0,Pengeluaran,False,2014-01,Wednesday
2014-01-30 12:30:00,Nasi Campur,Makanan & Minuman,13050.0,Pengeluaran,False,2014-01,Thursday
2014-01-30 19:00:00,Warteg,Makanan & Minuman,15950.0,Pengeluaran,False,2014-01,Thursday
2014-01-31 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-01,Friday
2014-01-31 12:30:00,Nasi Telur,Makanan & Minuman,11700.0,Pengeluaran,False,2014-01,Friday
2014-01-31 19:00:00,Pecel Lele,Makanan & Minuman,14300.0,Pengeluaran,False,2014-01,Friday
2014-02-01 09:00:00,Kiriman Orang Tua,Income,2500000.0,Pemasukan,True,2014-02,Saturday
2014-02-01 12:30:00,Nasi Campur,Makanan & Minuman,16200.0,Pengeluaran,False,2014-02,Saturday
2014-02-01 19:00:00,Soto,Makanan & Minuman,19800.0,Pengeluaran,False,2014-02,Saturday
2014-02-02 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-02,Sunday
2014-02-02 12:30:00,Pecel Lele,Makanan & Minuman,14400.0,Pengeluaran,False,2014-02,Sunday
2014-02-02 19:00:00,Soto,Makanan & Minuman,17600.0,Pengeluaran,False,2014-02,Sunday
2014-02-03 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Monday
2014-02-03 12:30:00,Mie Ayam,Makanan & Minuman,11250.0,Pengeluaran,False,2014-02,Monday
2014-02-03 19:00:00,Ayam Geprek,Makanan & Minuman,13750.0,Pengeluaran,False,2014-02,Monday
2014-02-04 12:30:00,Nasi Telur,Makanan & Minuman,9900.0,Pengeluaran,False,2014-02,Tuesday
2014-02-04 19:00:00,Ayam Geprek,Makanan & Minuman,12100.0,Pengeluaran,False,2014-02,Tuesday
2014-02-05 11:00:00,Pulsa,Tagihan,50000.0,Pengeluaran,True,2014-02,Wednesday
2014-02-05 12:30:00,Soto,Makanan & Minuman,15300.0,Pengeluaran,False,2014-02,Wednesday
2014-02-05 19:00:00,Nasi Campur,Makanan & Minuman,18700.0,Pengeluaran,False,2014-02,Wednesday
2014-02-06 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Thursday
2014-02-06 12:30:00,Nasi Campur,Makanan & Minuman,15300.0,Pengeluaran,False,2014-02,Thursday
2014-02-06 19:00:00,Warteg,Makanan & Minuman,18700.0,Pengeluaran,False,2014-02,Thursday
2014-02-07 12:30:00,Mie Ayam,Makanan & Minuman,14400.0,Pengeluaran,False,2014-02,Friday
2014-02-07 19:00:00,Nasi Campur,Makanan & Minuman,17600.0,Pengeluaran,False,2014-02,Friday
2014-02-08 12:30:00,Pecel Lele,Makanan & Minuman,11250.0,Pengeluaran,False,2014-02,Saturday
2014-02-08 19:00:00,Ayam Geprek,Makanan & Minuman,13750.0,Pengeluaran,False,2014-02,Saturday
2014-02-09 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Sunday
2014-02-09 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-02,Sunday
2014-02-09 12:30:00,Ayam Geprek,Makanan & Minuman,17100.0,Pengeluaran,False,2014-02,Sunday
2014-02-09 19:00:00,Nasi Campur,Makanan & Minuman,20900.0,Pengeluaran,False,2014-02,Sunday
2014-02-10 12:30:00,Mie Ayam,Makanan & Minuman,15300.0,Pengeluaran,False,2014-02,Monday
2014-02-10 19:00:00,Ayam Geprek,Makanan & Minuman,18700.0,Pengeluaran,False,2014-02,Monday
2014-02-11 12:30:00,Mie Ayam,Makanan & Minuman,11700.0,Pengeluaran,False,2014-02,Tuesday
2014-02-11 19:00:00,Mie Ayam,Makanan & Minuman,14300.0,Pengeluaran,False,2014-02,Tuesday
2014-02-12 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Wednesday
2014-02-12 12:30:00,Warteg,Makanan & Minuman,9450.0,Pengeluaran,False,2014-02,Wednesday
2014-02-12 19:00:00,Ayam Geprek,Makanan & Minuman,11550.0,Pengeluaran,False,2014-02,Wednesday
2014-02-13 12:30:00,Soto,Makanan & Minuman,10800.0,Pengeluaran,False,2014-02,Thursday
2014-02-13 19:00:00,Pecel Lele,Makanan & Minuman,13200.0,Pengeluaran,False,2014-02,Thursday
2014-02-14 12:30:00,Pecel Lele,Makanan & Minuman,13950.0,Pengeluaran,False,2014-02,Friday
2014-02-14 19:00:00,Soto,Makanan & Minuman,17050.0,Pengeluaran,False,2014-02,Friday
2014-02-15 19:30:00,Belanja Bulanan,Kebutuhan,100000.0,Pengeluaran,True,2014-02,Saturday
2014-02-15 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Saturday
2014-02-15 12:30:00,Nasi Campur,Makanan & Minuman,15300.0,Pengeluaran,False,2014-02,Saturday
2014-02-15 19:00:00,Pecel Lele,Makanan & Minuman,18700.0,Pengeluaran,False,2014-02,Saturday
2014-02-16 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-02,Sunday
2014-02-16 12:30:00,Nasi Telur,Makanan & Minuman,17100.0,Pengeluaran,False,2014-02,Sunday
2014-02-16 19:00:00,Nasi Telur,Makanan & Minuman,20900.0,Pengeluaran,False,2014-02,Sunday
2014-02-17 12:30:00,Nasi Telur,Makanan & Minuman,14850.0,Pengeluaran,False,2014-02,Monday
2014-02-17 19:00:00,Pecel Lele,Makanan & Minuman,18150.0,Pengeluaran,False,2014-02,Monday
2014-02-18 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Tuesday
2014-02-18 12:30:00,Nasi Campur,Makanan & Minuman,9900.0,Pengeluaran,False,2014-02,Tuesday
2014-02-18 19:00:00,Soto,Makanan & Minuman,12100.0,Pengeluaran,False,2014-02,Tuesday
2014-02-19 12:30:00,Soto,Makanan & Minuman,12600.0,Pengeluaran,False,2014-02,Wednesday
2014-02-19 19:00:00,Ayam Geprek,Makanan & Minuman,15400.0,Pengeluaran,False,2014-02,Wednesday
2014-02-20 12:30:00,Pecel Lele,Makanan & Minuman,13050.0,Pengeluaran,False,2014-02,Thursday
2014-02-20 19:00:00,Nasi Campur,Makanan & Minuman,15950.0,Pengeluaran,False,2014-02,Thursday
2014-02-21 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Friday
2014-02-21 12:30:00,Nasi Telur,Makanan & Minuman,12150.0,Pengeluaran,False,2014-02,Friday
2014-02-21 19:00:00,Pecel Lele,Makanan & Minuman,14850.0,Pengeluaran,False,2014-02,Friday
2014-02-22 12:30:00,Warteg,Makanan & Minuman,11250.0,Pengeluaran,False,2014-02,Saturday
2014-02-22 19:00:00,Pecel Lele,Makanan & Minuman,13750.0,Pengeluaran,False,2014-02,Saturday
2014-02-23 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-02,Sunday
2014-02-23 12:30:00,Warteg,Makanan & Minuman,13950.0,Pengeluaran,False,2014-02,Sunday
2014-02-23 19:00:00,Mie Ayam,Makanan & Minuman,17050.0,Pengeluaran,False,2014-02,Sunday
2014-02-24 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Monday
2014-02-24 12:30:00,Nasi Telur,Makanan & Minuman,9000.0,Pengeluaran,False,2014-02,Monday
2014-02-24 19:00:00,Mie Ayam,Makanan & Minuman,11000.0,Pengeluaran,False,2014-02,Monday
2014-02-25 12:30:00,Pecel Lele,Makanan & Minuman,9450.0,Pengeluaran,False,2014-02,Tuesday
2014-02-25 19:00:00,Soto,Makanan & Minuman,11550.0,Pengeluaran,False,2014-02,Tuesday
2014-02-26 12:30:00,Nasi Telur,Makanan & Minuman,9000.0,Pengeluaran,False,2014-02,Wednesday
2014-02-26 19:00:00,Mie Ayam,Makanan & Minuman,11000.0,Pengeluaran,False,2014-02,Wednesday
2014-02-27 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-02,Thursday
2014-02-27 12:30:00,Pecel Lele,Makanan & Minuman,10800.0,Pengeluaran,False,2014-02,Thursday
2014-02-27 19:00:00,Warteg,Makanan & Minuman,13200.0,Pengeluaran,False,2014-02,Thursday
2014-02-28 12:30:00,Pecel Lele,Makanan & Minuman,11700.0,Pengeluaran,False,2014-02,Friday
2014-02-28 19:00:00,Nasi Campur,Makanan & Minuman,14300.0,Pengeluaran,False,2014-02,Friday
2014-03-01 09:00:00,Kiriman Orang Tua,Income,2500000.0,Pemasukan,True,2014-03,Saturday
2014-03-01 12:30:00,Nasi Telur,Makanan & Minuman,18000.0,Pengeluaran,False,2014-03,Saturday
2014-03-01 19:00:00,Nasi Campur,Makanan & Minuman,22000.0,Pengeluaran,False,2014-03,Saturday
2014-03-02 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Sunday
2014-03-02 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-03,Sunday
2014-03-02 12:30:00,Pecel Lele,Makanan & Minuman,15300.0,Pengeluaran,False,2014-03,Sunday
2014-03-02 19:00:00,Warteg,Makanan & Minuman,18700.0,Pengeluaran,False,2014-03,Sunday
2014-03-03 12:30:00,Nasi Campur,Makanan & Minuman,15750.0,Pengeluaran,False,2014-03,Monday
2014-03-03 19:00:00,Nasi Telur,Makanan & Minuman,19250.0,Pengeluaran,False,2014-03,Monday
2014-03-04 12:30:00,Soto,Makanan & Minuman,13500.0,Pengeluaran,False,2014-03,Tuesday
2014-03-04 19:00:00,Ayam Geprek,Makanan & Minuman,16500.0,Pengeluaran,False,2014-03,Tuesday
2014-03-05 11:00:00,Pulsa,Tagihan,50000.0,Pengeluaran,True,2014-03,Wednesday
2014-03-05 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Wednesday
2014-03-05 12:30:00,Mie Ayam,Makanan & Minuman,13950.0,Pengeluaran,False,2014-03,Wednesday
2014-03-05 19:00:00,Pecel Lele,Makanan & Minuman,17050.0,Pengeluaran,False,2014-03,Wednesday
2014-03-05 20:00:00,Kebutuhan Darurat,Kesehatan,12000.0,Pengeluaran,False,2014-03,Wednesday
2014-03-06 12:30:00,Mie Ayam,Makanan & Minuman,15300.0,Pengeluaran,False,2014-03,Thursday
2014-03-06 19:00:00,Pecel Lele,Makanan & Minuman,18700.0,Pengeluaran,False,2014-03,Thursday
2014-03-07 12:30:00,Nasi Telur,Makanan & Minuman,10350.0,Pengeluaran,False,2014-03,Friday
2014-03-07 19:00:00,Nasi Telur,Makanan & Minuman,12650.0,Pengeluaran,False,2014-03,Friday
2014-03-08 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Saturday
2014-03-08 12:30:00,Warteg,Makanan & Minuman,13950.0,Pengeluaran,False,2014-03,Saturday
2014-03-08 19:00:00,Nasi Telur,Makanan & Minuman,17050.0,Pengeluaran,False,2014-03,Saturday
2014-03-09 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-03,Sunday
2014-03-09 12:30:00,Nasi Telur,Makanan & Minuman,14850.0,Pengeluaran,False,2014-03,Sunday
2014-03-09 19:00:00,Warteg,Makanan & Minuman,18150.0,Pengeluaran,False,2014-03,Sunday
2014-03-10 12:30:00,Warteg,Makanan & Minuman,14850.0,Pengeluaran,False,2014-03,Monday
2014-03-10 19:00:00,Mie Ayam,Makanan & Minuman,18150.0,Pengeluaran,False,2014-03,Monday
2014-03-11 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Tuesday
2014-03-11 12:30:00,Nasi Telur,Makanan & Minuman,13050.0,Pengeluaran,False,2014-03,Tuesday
2014-03-11 19:00:00,Pecel Lele,Makanan & Minuman,15950.0,Pengeluaran,False,2014-03,Tuesday
2014-03-12 12:30:00,Nasi Telur,Makanan & Minuman,9450.0,Pengeluaran,False,2014-03,Wednesday
2014-03-12 19:00:00,Soto,Makanan & Minuman,11550.0,Pengeluaran,False,2014-03,Wednesday
2014-03-13 12:30:00,Mie Ayam,Makanan & Minuman,10800.0,Pengeluaran,False,2014-03,Thursday
2014-03-13 19:00:00,Nasi Campur,Makanan & Minuman,13200.0,Pengeluaran,False,2014-03,Thursday
2014-03-14 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Friday
2014-03-14 12:30:00,Mie Ayam,Makanan & Minuman,9900.0,Pengeluaran,False,2014-03,Friday
2014-03-14 19:00:00,Mie Ayam,Makanan & Minuman,12100.0,Pengeluaran,False,2014-03,Friday
2014-03-15 19:30:00,Belanja Bulanan,Kebutuhan,100000.0,Pengeluaran,True,2014-03,Saturday
2014-03-15 12:30:00,Nasi Telur,Makanan & Minuman,13500.0,Pengeluaran,False,2014-03,Saturday
2014-03-15 19:00:00,Pecel Lele,Makanan & Minuman,16500.0,Pengeluaran,False,2014-03,Saturday
2014-03-16 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-03,Sunday
2014-03-16 12:30:00,Pecel Lele,Makanan & Minuman,14400.0,Pengeluaran,False,2014-03,Sunday
2014-03-16 19:00:00,Soto,Makanan & Minuman,17600.0,Pengeluaran,False,2014-03,Sunday
2014-03-17 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Monday
2014-03-17 12:30:00,Mie Ayam,Makanan & Minuman,14850.0,Pengeluaran,False,2014-03,Monday
2014-03-17 19:00:00,Soto,Makanan & Minuman,18150.0,Pengeluaran,False,2014-03,Monday
2014-03-18 12:30:00,Ayam Geprek,Makanan & Minuman,12600.0,Pengeluaran,False,2014-03,Tuesday
2014-03-18 19:00:00,Warteg,Makanan & Minuman,15400.0,Pengeluaran,False,2014-03,Tuesday
2014-03-19 12:30:00,Warteg,Makanan & Minuman,9450.0,Pengeluaran,False,2014-03,Wednesday
2014-03-19 19:00:00,Soto,Makanan & Minuman,11550.0,Pengeluaran,False,2014-03,Wednesday
2014-03-20 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Thursday
2014-03-20 12:30:00,Nasi Telur,Makanan & Minuman,14400.0,Pengeluaran,False,2014-03,Thursday
2014-03-20 19:00:00,Pecel Lele,Makanan & Minuman,17600.0,Pengeluaran,False,2014-03,Thursday
2014-03-21 12:30:00,Soto,Makanan & Minuman,9000.0,Pengeluaran,False,2014-03,Friday
2014-03-21 19:00:00,Ayam Geprek,Makanan & Minuman,11000.0,Pengeluaran,False,2014-03,Friday
2014-03-22 12:30:00,Nasi Campur,Makanan & Minuman,14400.0,Pengeluaran,False,2014-03,Saturday
2014-03-22 19:00:00,Mie Ayam,Makanan & Minuman,17600.0,Pengeluaran,False,2014-03,Saturday
2014-03-23 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Sunday
2014-03-23 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-03,Sunday
2014-03-23 12:30:00,Pecel Lele,Makanan & Minuman,11250.0,Pengeluaran,False,2014-03,Sunday
2014-03-23 19:00:00,Mie Ayam,Makanan & Minuman,13750.0,Pengeluaran,False,2014-03,Sunday
2014-03-24 12:30:00,Soto,Makanan & Minuman,11700.0,Pengeluaran,False,2014-03,Monday
2014-03-24 19:00:00,Soto,Makanan & Minuman,14300.0,Pengeluaran,False,2014-03,Monday
2014-03-25 12:30:00,Ayam Geprek,Makanan & Minuman,11250.0,Pengeluaran,False,2014-03,Tuesday
2014-03-25 19:00:00,Mie Ayam,Makanan & Minuman,13750.0,Pengeluaran,False,2014-03,Tuesday
2014-03-26 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Wednesday
2014-03-26 12:30:00,Mie Ayam,Makanan & Minuman,13500.0,Pengeluaran,False,2014-03,Wednesday
2014-03-26 19:00:00,Warteg,Makanan & Minuman,16500.0,Pengeluaran,False,2014-03,Wednesday
2014-03-27 12:30:00,Pecel Lele,Makanan & Minuman,9000.0,Pengeluaran,False,2014-03,Thursday
2014-03-27 19:00:00,Nasi Campur,Makanan & Minuman,11000.0,Pengeluaran,False,2014-03,Thursday
2014-03-28 12:30:00,Pecel Lele,Makanan & Minuman,10800.0,Pengeluaran,False,2014-03,Friday
2014-03-28 19:00:00,Ayam Geprek,Makanan & Minuman,13200.0,Pengeluaran,False,2014-03,Friday
2014-03-29 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-03,Saturday
2014-03-29 12:30:00,Mie Ayam,Makanan & Minuman,12600.0,Pengeluaran,False,2014-03,Saturday
2014-03-29 19:00:00,Nasi Telur,Makanan & Minuman,15400.0,Pengeluaran,False,2014-03,Saturday
2014-03-30 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-03,Sunday
2014-03-30 12:30:00,Pecel Lele,Makanan & Minuman,16200.0,Pengeluaran,False,2014-03,Sunday
2014-03-30 19:00:00,Soto,Makanan & Minuman,19800.0,Pengeluaran,False,2014-03,Sunday
2014-03-31 12:30:00,Soto,Makanan & Minuman,10800.0,Pengeluaran,False,2014-03,Monday
2014-03-31 19:00:00,Mie Ayam,Makanan & Minuman,13200.0,Pengeluaran,False,2014-03,Monday
2014-04-01 09:00:00,Kiriman Orang Tua,Income,2500000.0,Pemasukan,True,2014-04,Tuesday
2014-04-01 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-04,Tuesday
2014-04-01 12:30:00,Ayam Geprek,Makanan & Minuman,13050.0,Pengeluaran,False,2014-04,Tuesday
2014-04-01 19:00:00,Nasi Telur,Makanan & Minuman,15950.0,Pengeluaran,False,2014-04,Tuesday
2014-04-02 12:30:00,Mie Ayam,Makanan & Minuman,17550.0,Pengeluaran,False,2014-04,Wednesday
2014-04-02 19:00:00,Pecel Lele,Makanan & Minuman,21450.0,Pengeluaran,False,2014-04,Wednesday
2014-04-03 12:30:00,Ayam Geprek,Makanan & Minuman,17550.0,Pengeluaran,False,2014-04,Thursday
2014-04-03 19:00:00,Ayam Geprek,Makanan & Minuman,21450.0,Pengeluaran,False,2014-04,Thursday
2014-04-04 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-04,Friday
2014-04-04 12:30:00,Mie Ayam,Makanan & Minuman,9000.0,Pengeluaran,False,2014-04,Friday
2014-04-04 19:00:00,Warteg,Makanan & Minuman,11000.0,Pengeluaran,False,2014-04,Friday
2014-04-05 11:00:00,Pulsa,Tagihan,50000.0,Pengeluaran,True,2014-04,Saturday
2014-04-05 12:30:00,Soto,Makanan & Minuman,17550.0,Pengeluaran,False,2014-04,Saturday
2014-04-05 19:00:00,Warteg,Makanan & Minuman,21450.0,Pengeluaran,False,2014-04,Saturday
2014-04-06 09:00:00,Laundry,Kebutuhan,20000.0,Pengeluaran,False,2014-04,Sunday
2014-04-06 12:30:00,Warteg,Makanan & Minuman,17100.0,Pengeluaran,False,2014-04,Sunday
2014-04-06 19:00:00,Nasi Campur,Makanan & Minuman,20900.0,Pengeluaran,False,2014-04,Sunday
2014-04-07 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-04,Monday
2014-04-07 12:30:00,Nasi Campur,Makanan & Minuman,9450.0,Pengeluaran,False,2014-04,Monday
2014-04-07 19:00:00,Mie Ayam,Makanan & Minuman,11550.0,Pengeluaran,False,2014-04,Monday
2014-04-08 12:30:00,Nasi Telur,Makanan & Minuman,13050.0,Pengeluaran,False,2014-04,Tuesday
2014-04-08 19:00:00,Nasi Telur,Makanan & Minuman,15950.0,Pengeluaran,False,2014-04,Tuesday
2014-04-09 12:30:00,Nasi Campur,Makanan & Minuman,11250.0,Pengeluaran,False,2014-04,Wednesday
